Bakumatsu: Crisis (2019),/r/AnimeThemes/wiki/2019#wiki_bakumatsu.3A_crisis
Bakumatsu Gijinden Roman (2013),/r/AnimeThemes/wiki/2013#wiki_bakumatsu_gijinden_roman
Bakumatsu Kikansetsu Irohanihoheto (2006),/r/AnimeThemes/wiki/2006#wiki_bakumatsu_kikansetsu_irohanihoheto
Bakumatsu Rock (2014),/r/AnimeThemes/wiki/2014#wiki_bakumatsu_rock
Bakuon!! (2016),/r/AnimeThemes/wiki/2016#wiki_bakuon.21.21
Bakuon!! OVA (2016),/r/AnimeThemes/wiki/2016#wiki_bakuon.21.21_ova
Bakuretsu Hunters (90s),/r/AnimeThemes/wiki/90s#wiki_bakuretsu_hunters
Bakuretsu Hunters OVA (90s),/r/AnimeThemes/wiki/90s#wiki_bakuretsu_hunters_ova
Bakuretsu Tenshi (2004),/r/AnimeThemes/wiki/2004#wiki_bakuretsu_tenshi
Bakusou Kyoudai Let's & Go MAX (90s),/r/AnimeThemes/wiki/90s#wiki_bakusou_kyoudai_let.27s_.26amp.3B_go_max
Bakuten!! (2021),/r/AnimeThemes/wiki/2021#wiki_bakuten.21.21
Bakutsuri Bar Hunter (2018),/r/AnimeThemes/wiki/2018#wiki_bakutsuri_bar_hunter
Baja no Studio (2017),/r/AnimeThemes/wiki/2017#wiki_baja_no_studio
Baja no Studio: Baja no Mita Umi (2019),/r/AnimeThemes/wiki/2019#wiki_baja_no_studio.3A_baja_no_mita_umi
Baldr Force Exe Resolution (2006),/r/AnimeThemes/wiki/2006#wiki_baldr_force_exe_resolution
